#log interval=0.01,world length_x=228.266,world length_y=53.4641,world length_z=54,voxel radius=1e-08,[/Surface:MinEE][3]=1e-08,[/Surface:MinD][4]=1e-08,[/Surface:MinDEE][5]=1e-08,[/Surface:MinDEED][6]=1e-08
1e-100,0,0,700,0
0.01,7,0,693,0
0.02,12,0,688,0
0.03,17,0,683,0
0.04,20,1,680,0
0.05,25,1,675,0
0.06,27,1,673,0
0.07,38,2,662,0
0.08,42,2,657,0
0.09,49,2,649,0
0.1,61,2,637,0
0.11,65,2,632,0
0.12,72,3,624,0
0.13,77,6,618,0
0.14,79,8,615,0
0.15,83,8,611,0
0.16,86,12,608,0
0.17,87,15,607,0
0.18,96,16,599,0
0.19,104,17,591,0
0.2,108,17,585,0
0.21,116,23,577,0
0.22,118,24,573,0
0.23,126,27,564,0
0.24,130,30,559,0
0.25,136,35,553,0
0.26,138,39,550,0
0.27,143,44,544,0
0.28,146,49,541,0
0.29,152,54,534,0
0.3,154,65,531,0
0.31,157,72,528,1
0.32,163,78,522,1
0.33,165,89,518,1
0.34,168,94,513,1
0.35,175,104,506,1
0.36,181,113,501,1
0.37,187,124,496,2
0.38,191,134,490,2
0.39,196,146,489,2
0.4,197,161,485,3
0.41,196,174,482,3
0.42,195,197,479,3
0.43,197,220,478,4
0.44,197,236,478,4
0.45,197,254,477,4
0.46,197,275,480,4
0.47,199,307,478,4
0.48,205,336,473,4
0.49,211,369,467,5
0.5,215,407,462,5
0.51,220,439,457,5
0.52,227,473,450,5
0.53,231,507,447,5
0.54,228,532,449,5
0.55,231,572,446,5
0.56,235,614,445,6
0.57,236,658,442,6
0.58,239,698,442,6
0.59,240,732,440,7
0.6,240,766,443,8
0.61,240,808,442,8
0.62,242,842,435,12
0.63,248,877,431,14
0.64,250,915,429,13
0.65,252,946,427,16
0.66,253,977,425,17
0.67,251,1008,423,18
0.68,252,1040,423,19
0.69,254,1062,420,22
0.7,252,1086,419,22
0.71,256,1114,413,23
0.72,257,1133,410,25
0.73,261,1157,403,27
0.74,268,1176,399,29
0.75,269,1207,396,29
0.76,270,1224,395,29
0.77,276,1233,390,30
0.78,279,1244,385,34
0.79,283,1265,380,34
0.8,284,1272,376,37
0.81,287,1283,372,38
0.820000000000001,289,1286,368,40
0.830000000000001,289,1295,362,44
0.840000000000001,291,1305,361,45
0.850000000000001,297,1318,355,46
0.860000000000001,302,1325,348,47
0.870000000000001,299,1332,346,49
0.880000000000001,296,1337,343,52
0.890000000000001,294,1340,350,51
0.900000000000001,293,1345,351,51
0.910000000000001,290,1352,352,52
0.920000000000001,290,1351,348,57
0.930000000000001,291,1355,347,59
0.940000000000001,288,1361,343,62
0.950000000000001,291,1363,342,63
0.960000000000001,289,1366,338,68
0.970000000000001,288,1372,337,69
0.980000000000001,289,1373,340,68
0.990000000000001,291,1380,337,67
1,295,1379,330,71
1.01,290,1380,334,70
1.02,293,1379,333,71
1.03,297,1379,327,72
1.04,299,1377,323,74
1.05,299,1379,322,74
1.06,297,1382,320,75
1.07,297,1385,319,76
1.08,293,1383,324,76
1.09,290,1383,328,76
1.1,288,1385,330,77
1.11,289,1388,329,78
1.12,287,1389,328,81
1.13,287,1383,325,85
1.14,286,1388,325,84
1.15,284,1387,329,84
1.16,287,1386,325,86
1.17,286,1389,323,89
1.18,285,1394,321,90
1.19,280,1387,325,90
1.2,282,1391,322,91
1.21,283,1388,321,92
1.22,283,1386,324,90
1.23,278,1381,325,92
1.24,277,1384,328,90
1.25,278,1387,326,90
1.26,283,1387,322,91
1.27,281,1390,323,92
1.28,284,1389,321,92
1.29,282,1387,323,91
1.3,286,1393,317,93
1.31,287,1395,315,93
1.32,284,1391,317,94
1.33,287,1388,316,95
1.34,288,1392,314,96
1.35,290,1396,312,95
1.36,291,1391,312,95
1.37,294,1390,308,96
1.38,295,1392,308,94
1.39,292,1390,309,94
1.4,291,1387,307,97
1.41,291,1387,307,98
1.42,292,1393,306,99
1.43,293,1392,305,100
1.44,294,1392,306,99
1.45,294,1386,302,102
1.46,294,1385,303,100
1.47,296,1383,298,102
1.48,294,1380,294,106
1.49,292,1380,300,104
1.5,292,1375,300,105
1.51,294,1375,298,106
1.52,293,1376,298,105
1.53,299,1372,291,108
1.54,301,1372,290,108
1.55,301,1376,291,105
1.56,303,1374,291,104
1.57,302,1373,295,102
1.58,305,1373,291,101
1.59,304,1370,289,104
1.6,305,1372,289,103
1.61,305,1374,287,104
1.62,308,1374,286,104
1.63,311,1376,282,105
1.64,311,1377,277,106
1.65,308,1379,279,106
1.66,311,1378,272,109
1.67,313,1377,272,110
1.68,313,1376,270,112
1.69,312,1381,270,111
1.7,314,1381,269,111
1.71,311,1378,272,111
1.72,313,1375,272,113
1.73,311,1381,271,114
1.74,312,1380,272,115
1.75,312,1384,275,113
1.76,309,1381,277,113
1.77,310,1381,277,112
1.78,312,1383,273,113
1.79,315,1388,270,113
1.8,317,1390,267,114
1.81,321,1386,258,118
1.82,321,1384,258,119
1.83,325,1383,254,119
1.84,328,1382,254,118
1.85,330,1388,252,117
1.86,332,1391,248,118
1.87,333,1391,247,119
1.88,334,1398,245,120
1.89,335,1398,243,119
1.9,337,1399,241,120
1.91,335,1396,241,122
1.92,332,1394,245,122
1.93,333,1397,245,121
1.94,334,1401,243,121
1.95,332,1396,243,123
1.96,330,1396,242,124
1.97,326,1393,247,125
1.98,325,1390,247,125
1.99,323,1387,248,126
2,323,1383,244,129
2.01,322,1384,249,126
2.02,320,1386,250,127
2.03,322,1384,248,128
2.04,321,1385,248,129
2.05,318,1381,254,127
2.06,316,1380,255,128
2.07,316,1384,254,128
2.08,314,1382,256,127
2.09,309,1381,258,129
2.1,310,1377,255,132
2.11,307,1379,258,132
2.12,308,1380,258,132
2.13,309,1377,255,134
2.14,312,1379,251,135
2.15,312,1379,250,135
2.16,310,1377,253,133
2.17,312,1374,255,131
2.18,314,1372,251,133
2.19,317,1371,252,131
2.2,322,1372,244,133
2.21,319,1373,246,132
2.22,317,1372,249,132
2.23,317,1372,247,135
2.24,319,1374,243,137
