#log interval=0.01,world length_x=228.266,world length_y=53.4641,world length_z=54,voxel radius=1e-08,[/Surface:MinEE][3]=1e-08,[/Surface:MinD][4]=1e-08,[/Surface:MinDEE][5]=1e-08,[/Surface:MinDEED][6]=1e-08
1e-100,0,0,700,0
0.01,9,0,691,0
0.02,17,0,683,0
0.03,24,0,674,0
0.04,32,0,666,0
0.05,34,0,663,0
0.06,40,0,657,0
0.07,43,2,654,0
0.08,51,3,646,0
0.09,57,4,640,0
0.1,63,4,634,0
0.11,69,4,626,0
0.12,74,5,619,0
0.13,80,6,612,0
0.14,81,8,608,0
0.15,87,9,603,0
0.16,93,11,597,0
0.17,96,12,593,0
0.18,100,15,589,0
0.19,104,17,585,0
0.2,110,21,578,0
0.21,119,24,570,0
0.22,128,26,561,0
0.23,134,28,552,0
0.24,137,29,548,0
0.25,139,32,544,0
0.26,141,37,540,0
0.27,139,40,538,0
0.28,142,41,533,0
0.29,147,47,527,0
0.3,154,53,520,0
0.31,157,52,517,0
0.32,162,55,512,1
0.33,164,64,510,1
0.34,169,68,505,1
0.35,172,81,502,1
0.36,175,86,502,1
0.37,181,103,496,1
0.38,185,121,491,1
0.39,191,127,487,1
0.4,193,139,484,1
0.41,194,144,484,1
0.42,196,160,480,2
0.43,198,172,479,2
0.44,199,186,476,5
0.45,201,202,475,5
0.46,203,220,474,5
0.47,211,247,467,6
0.48,211,260,470,6
0.49,214,278,463,10
0.5,221,301,461,11
0.51,219,329,460,11
0.52,221,361,459,11
0.53,219,389,460,11
0.54,220,417,455,12
0.55,222,452,452,15
0.56,225,481,448,16
0.57,228,508,446,16
0.58,229,540,446,15
0.59,230,583,442,16
0.6,237,619,436,17
0.61,239,668,434,18
0.62,241,712,435,18
0.63,245,746,430,19
0.64,246,788,426,20
0.65,252,819,417,21
0.66,256,856,413,21
0.67,256,902,409,22
0.68,259,937,409,22
0.69,261,977,407,23
0.7,261,1008,403,27
0.71,265,1046,403,27
0.72,272,1078,396,30
0.73,272,1103,395,30
0.74,274,1138,390,33
0.75,275,1160,389,36
0.76,275,1181,386,37
0.77,272,1201,387,38
0.78,268,1218,387,39
0.79,270,1232,383,41
0.8,271,1244,378,44
0.81,278,1255,374,44
0.820000000000001,279,1269,369,46
0.830000000000001,284,1296,364,46
0.840000000000001,289,1306,357,49
0.850000000000001,290,1322,358,49
0.860000000000001,295,1328,350,53
0.870000000000001,300,1341,345,53
0.880000000000001,302,1345,340,55
0.890000000000001,305,1356,336,56
0.900000000000001,305,1362,334,57
0.910000000000001,309,1364,330,58
0.920000000000001,309,1376,328,59
0.930000000000001,311,1377,325,61
0.940000000000001,312,1376,318,67
0.950000000000001,311,1377,318,68
0.960000000000001,313,1383,314,70
0.970000000000001,311,1389,310,73
0.980000000000001,312,1392,313,71
0.990000000000001,313,1389,313,72
1,314,1392,309,74
1.01,313,1388,309,76
1.02,311,1389,309,77
1.03,316,1392,304,78
1.04,316,1398,304,79
1.05,317,1396,303,80
1.06,321,1401,300,79
1.07,321,1402,300,79
1.08,320,1410,299,80
1.09,320,1414,295,80
1.1,316,1413,296,81
1.11,321,1413,292,84
1.12,323,1408,289,86
1.13,322,1406,283,89
1.14,321,1407,288,87
1.15,320,1404,287,90
1.16,322,1405,285,90
1.17,322,1407,287,89
1.18,326,1410,281,90
1.19,324,1408,283,91
1.2,324,1408,283,90
1.21,323,1407,282,91
1.22,322,1409,281,90
1.23,319,1410,283,90
1.24,325,1411,281,88
1.25,328,1419,279,87
1.26,328,1425,281,86
1.27,328,1428,278,88
1.28,331,1428,277,88
1.29,331,1428,276,88
1.3,335,1425,274,89
1.31,341,1424,267,91
1.32,339,1427,265,92
1.33,341,1425,267,91
1.34,342,1428,264,91
1.35,340,1429,263,94
1.36,337,1433,263,95
1.37,337,1434,265,94
1.38,337,1432,268,94
1.39,338,1426,263,99
1.4,341,1428,259,98
1.41,342,1430,255,99
1.42,339,1426,261,99
1.43,342,1431,258,99
1.44,341,1430,258,99
1.45,345,1431,255,99
1.46,345,1433,254,99
1.47,347,1434,252,100
1.48,348,1433,250,100
1.49,350,1430,246,102
1.5,353,1430,242,103
1.51,352,1428,243,104
1.52,351,1429,242,104
1.53,353,1429,240,105
1.54,354,1433,239,104
1.55,355,1432,238,106
1.56,353,1433,240,106
1.57,348,1439,240,106
1.58,348,1440,242,104
1.59,349,1441,246,102
1.6,344,1439,250,102
1.61,344,1438,251,102
1.62,346,1437,249,104
1.63,347,1438,245,105
1.64,347,1438,248,104
1.65,345,1440,246,105
1.66,346,1442,246,105
1.67,346,1442,247,105
1.68,347,1442,247,103
1.69,344,1437,251,104
1.7,343,1443,252,102
1.71,342,1445,254,102
1.72,343,1446,252,102
1.73,335,1446,255,101
1.74,336,1442,258,102
1.75,335,1441,259,101
1.76,337,1436,258,103
1.77,339,1431,253,107
1.78,340,1428,249,110
1.79,339,1431,247,110
1.8,337,1431,250,111
1.81,336,1432,249,110
1.82,332,1430,252,110
1.83,333,1422,255,111
1.84,333,1425,253,112
1.85,334,1426,253,112
1.86,331,1423,255,113
1.87,330,1426,254,113
1.88,333,1424,249,115
1.89,332,1428,248,115
1.9,331,1429,252,114
1.91,334,1430,250,115
1.92,335,1432,248,115
1.93,331,1434,247,117
1.94,331,1431,252,114
1.95,332,1432,251,115
1.96,330,1431,252,116
1.97,330,1429,250,116
1.98,330,1428,252,116
1.99,327,1425,253,118
2,327,1420,253,118
2.01,331,1422,248,118
2.02,329,1416,250,117
2.03,328,1410,253,118
2.04,329,1406,250,120
2.05,330,1408,247,121
2.06,331,1407,245,121
2.07,332,1408,243,122
2.08,332,1411,244,118
2.09,332,1407,247,117
2.1,332,1410,246,117
2.11,330,1409,251,114
2.12,328,1411,252,114
2.13,331,1413,252,114
2.14,335,1416,249,114
2.15,334,1419,249,114
2.16,334,1415,252,114
2.17,334,1415,250,116
2.18,336,1418,246,118
2.19,336,1417,245,118
2.2,335,1417,242,121
2.21,330,1418,245,120
2.22,330,1419,245,120
2.23,332,1414,248,117
2.24,328,1411,254,117
2.25,327,1410,253,118
2.26,325,1408,251,121
2.27,326,1405,253,118
2.28,325,1403,255,116
2.29,323,1405,255,116
2.29999999999999,322,1401,261,115
2.30999999999999,322,1402,261,114
2.31999999999999,321,1402,264,114
2.32999999999999,322,1405,263,113
2.33999999999999,317,1402,264,115
2.34999999999999,317,1403,265,114
2.35999999999999,319,1400,261,116
2.36999999999999,318,1397,263,118
2.37999999999999,321,1399,258,118
2.38999999999999,325,1401,254,118
2.39999999999999,326,1396,254,117
2.40999999999999,322,1394,257,117
2.41999999999999,321,1392,255,120
2.42999999999999,322,1390,256,121
2.43999999999999,320,1390,261,116
2.44999999999999,321,1393,259,116
2.45999999999999,321,1391,262,115
2.46999999999999,319,1392,263,114
2.47999999999999,316,1395,262,115
2.48999999999999,314,1393,266,116
